hostname,planet_count,min_period,max_period,min_distance,max_distance,discovery_year,system_distance,ra,dec
TOI-663,3,2.598902,7.1027268,0.0295,0.0576,2024,64.2308,160.0658525,-8.5110827
TOI-712,3,9.531361,84.8396,0.07928,0.3405,2022,58.6212,92.9361063,-65.8258386
Teegarden's Star,3,4.90634,26.13,0.0259,0.0791,2019,3.83078,43.2691449,16.8649024
WASP-132,3,1.01153624,1816.6,0.01833,2.71,2016,122.91,217.6091998,-46.159516
WASP-47,3,0.78961,9.030501,0.01673,0.085,2012,264.78,331.203092,-12.019067
Wolf 1061,3,4.8869,217.21,0.0375,0.47,2015,4.30592,247.5748276,-12.6676866
YZ Cet,3,2.02087,4.65626,0.01634,0.02851,2017,3.71207,18.1330792,-16.9962434
ups And,3,4.617033,1276.46,0.05922166,2.51329,1996,13.4054,24.1983534,41.4038147
14 Her,2,1765.0389,15732.45889,2.774,11.924,2002,17.9323,242.6021014,43.8163621
24 Sex,2,452.8,883.0,1.333,2.08,2010,72.0691,155.8684866,-0.9023998
7 CMa,2,735.1,996.0,1.758,2.153,2011,19.8101,99.171276,-19.2561808
75 Cet,2,696.62,2051.62,1.912,3.929,2012,82.9613,38.0391598,-1.0350269
AU Mic,2,8.46308,18.85969,0.0649,0.1108,2020,9.7221,311.2911369,-31.34245
BD+20 2457,2,379.63,621.99,1.45,2.01,2009,1539.71,154.186782,19.8912626
BD-06 1339,2,3.8728,125.94,0.0428,0.435,2013,20.2695,88.2511811,-5.9963378
BD-08 2823,2,5.6,237.6,0.06,0.68,2009,41.3342,150.1971964,-9.5165689
BD-11 4672,2,74.2,1634.0,0.3,2.36,2014,27.1665,278.3688659,-11.6370481
BD-210397,2,1891.0,6240.0,2.63,5.9,2023,23.7324,33.3024198,-21.1962147
CoRoT-20,2,9.24285,1675.0,0.09,2.9,2011,844.061,97.7204249,0.2268931
CoRoT-24,2,5.1134,11.759,0.056,0.098,2014,591.555,101.922543,-3.7192892
CoRoT-7,2,0.85359163,3.698,0.017016,0.046,2009,159.906,100.9561682,-1.0630076
EPIC 201595106,2,0.87724,9.79692,0.0177,0.0883,2021,232.1,183.7203635,1.9681688
EPIC 212737443,2,13.603,65.55,0.098,0.28,2019,336.25,204.2215065,-7.3180577
EPIC 220674823,2,0.5713127,13.33989,0.01314,0.1073,2016,244.59,13.0800239,10.7947051
G 192-15,2,2.27476,1219.0,0.01723,1.137,2025,9.53114,90.6220931,49.861939
G 264-012,2,2.30538,8.0518,0.02279,0.0525,2021,16.009,326.6719598,66.803848
GJ 1002,2,10.3465,21.202,0.0457,0.0738,2022,4.84867,1.6764641,-7.5462123
GJ 1132,2,1.62892911,8.929,0.0157,0.0476,2015,12.613,153.7090696,-47.1549358
GJ 1148,2,41.38,532.58,0.166,0.912,2010,11.0143,175.4326081,42.7515862
GJ 143,2,7.78993,35.61253,0.0695,0.1915,2019,16.32,51.7501882,-63.500166
GJ 15 A,2,11.4407,7600.0,0.072,5.4,2014,3.56228,4.6126677,44.0247296
GJ 2030,2,2.38129,25533.11353,0.034,16.761,2022,37.0788,50.8237604,-7.7950429
GJ 229,2,121.93268,579.47495,0.384,1.086,2014,5.75624,92.6435993,-21.8677233
GJ 273,2,4.7234,18.6498,0.036467,0.091101,2017,5.921535,111.852091,5.225807
GJ 317,2,695.66,6739.323,1.151,5.23,2007,15.1968,130.2445254,-23.452809
GJ 328,2,241.8,3771.0,0.657,4.11,2013,20.5266,133.7819507,1.5420011
GJ 3323,2,5.3636,40.54,0.03282,0.1264,2017,5.37484,75.4868824,-6.9485133
GJ 3473,2,1.1980035,15.509,0.01589,0.0876,2020,27.3644,120.5936065,3.3371629
GJ 3512,2,203.69,1599.6,0.337,1.292,2019,9.48637,130.3316616,59.4918364
GJ 3929,2,2.616235,15.04,0.0252,0.081,2022,15.8095,239.5775678,35.4081141
GJ 411,2,12.9394,2946.0,0.07879,2.94,2019,5.675773,165.834471,35.972317
GJ 414 A,2,50.8,749.83,0.2324,1.4,2021,11.8893,167.7745044,30.4451688
GJ 682,2,17.478,57.32,0.08,0.176,2014,5.00671,264.2610245,-44.3232519
GJ 687,2,38.142,727.562,0.163,1.165,2014,4.54939,264.1041731,68.3336741
GJ 806,2,0.9263237,6.64064,0.01406,0.0523,2023,12.0445,311.2697002,44.5002351
GJ 849,2,1925.31,5990.0,2.32,4.95,2006,8.80058,332.4229938,-4.6408317
GJ 887,2,9.262,21.789,0.068,0.12,2020,3.29,346.4668274,-35.8530693
HAT-P-11,2,4.888,3361.0,0.05258,4.1,2008,37.7647,297.7101763,48.0818635
HAT-P-13,2,2.91625,446.27,0.04383,1.258,2009,246.81,129.8823772,47.3519076
HAT-P-17,2,10.33852,5584.0,0.0882,5.6,2010,92.3831,324.5359781,30.4881882
HAT-P-44,2,4.301219,872.2,0.0507,1.752,2014,347.85,213.1438604,47.0147826
HATS-59,2,5.416081,1422.0,0.06112,2.504,2018,642.884,170.324325,-22.388177
HD 104067,2,13.8992,55.851,0.1058,0.2674,2009,20.3632,179.7923543,-20.3556058
HD 105618,2,10.02245,77114.07158,0.091,35.731,2022,70.0837,182.4021288,11.2115695
HD 106315,2,9.55237,21.05704,0.0907,0.1536,2017,109.353,183.4724742,-0.3934357
HD 107148,2,18.3267,48.056,0.1407,0.269,2005,49.4156,184.8059773,-3.3199927
HD 108874,2,394.48123,1624.0,1.04,2.659,2002,59.5175,187.6126029,22.8794399
HD 109271,2,7.8543,30.93,0.079,0.196,2013,55.8716,188.397397,-11.6215204
HD 110113,2,2.541,6.744,0.035,0.068,2021,106.307,190.0365636,-44.3120777
HD 111232,2,1169.13202,26472.44623,2.148,17.25,2003,28.9571,192.2159553,-68.4246679
HD 113337,2,317.58639,5429.93477,1.022,6.805,2013,36.18,195.4438496,63.610328
HD 113538,2,663.2,1818.0,1.24,2.44,2010,16.2817,196.233933,-52.4463502
HD 114783,2,493.7,4352.0,1.16,5.0,2001,21.0628,198.1818436,-2.2649921
HD 115404 A,2,10.49488,15319.22517,0.088,11.364,2022,10.9816,199.2155793,17.0160384
HD 118203,2,6.1349779,5103.0,0.0713,6.28,2005,92.2589,203.509956,53.7281876
HD 11964,2,37.91,1945.0,0.229,3.16,2005,33.5369,29.2884252,-10.2434693
HD 12235,2,4.36305,36336.70679,0.054,22.21,2022,31.7627,30.0391601,3.0959098
HD 12661,2,262.70862,1708.0,0.84,2.8145,2000,37.8478,31.1423525,25.4135632
HD 128311,2,453.019,921.538,1.084,1.74,2002,16.3292,219.0032292,9.7454368
HD 133131 A,2,649.0,3568.0,1.44,4.49,2016,51.4736,225.8984524,-27.8431369
HD 134060,2,3.2696,1291.5646,0.0444,2.3928,2019,24.0125,227.6847587,-61.4223747
HD 134987,2,258.17999,5000.0,0.81,5.8,1999,26.1804,228.3675397,-25.3096721
HD 137496,2,1.62116,479.9,0.02732,1.2163,2021,155.317,231.7420543,-16.5090014
HD 13808,2,14.1815,53.753,0.10519,0.2554,2021,28.2305,33.1780708,-53.7437591
HD 13908,2,19.382,931.0,0.154,2.03,2013,79.5515,34.5609102,65.5941901
HD 140901,2,9.02378,14386.0,0.085,11.8,2022,15.2528,236.8689866,-37.9172333
HD 1461,2,5.77152,13.5052,0.0634,0.1117,2010,23.4534,4.6762645,-8.0536206
HD 147018,2,44.236,1008.0,0.2388,1.922,2009,40.4256,245.7490012,-61.6901291
HD 147873,2,116.596,491.54,0.522,1.36,2016,109.055,246.4380471,-33.5672217
HD 148164,2,328.55,5062.0,0.993,6.15,2018,77.1971,246.4351678,11.9190729
HD 151450,2,21.89288,18144.76236,0.16,14.131,2022,43.6002,252.0080127,-15.964345
HD 15337,2,4.7559804,17.180546,0.05245,0.1235,2019,44.8155,36.8678846,-27.6361171
HD 154857,2,408.60001,3452.0,1.29,5.36,2004,63.4482,257.816194,-56.681038
HD 155358,2,194.3,391.9,0.63,1.02,2007,43.6197,257.3930947,33.3549277
HD 155918,2,1.87567,17202.19446,0.03,13.183,2022,27.561,260.5364025,-75.349239
HD 156098,2,21.85849,7841.5839,0.167,8.415,2022,48.249,259.264687,-32.6630768
HD 156279,2,133.40355,4818.25358,0.502,5.486,2011,36.1945,258.0966686,63.3527828
HD 156668,2,4.6455,811.3,0.05,1.57,2010,24.3323,259.4183491,29.228161
HD 15906,2,10.924709,21.583298,0.09,0.141,2023,45.5621,38.2712534,-10.352178
HD 159243,2,12.62,248.4,0.11,0.8,2013,73.3055,263.3395365,5.7008254
HD 159868,2,351.0,1184.1,1.032,2.32,2006,55.8503,264.7466665,-43.1462347
HD 1605,2,577.2,2149.0,1.492,3.584,2015,88.8047,5.1317548,30.9750611
HD 163607,2,75.2203,1272.0,0.362,2.39,2010,67.7855,268.4181383,56.3924701
HD 168443,2,58.11187,1753.1096,0.292,2.842,1998,39.6245,275.0159879,-9.5966905
HD 169830,2,225.67372,1818.82339,0.765,3.075,2000,37.6048,276.9561859,-29.8167919
HD 176986,2,6.4898,16.8191,0.06296,0.11878,2017,27.7843,285.7739138,-11.044941
HD 177830,2,110.9,410.10001,0.5137,1.14,1999,62.7674,286.3363574,25.9204327
HD 18143,2,10.2851,28982.41764,0.088,17.53,2022,22.5243,43.9140248,26.8723829
HD 183263,2,624.87404,4667.97841,1.46,5.585,2004,54.1955,292.1022982,8.3579183
HD 187123,2,3.0965828,3810.0,0.0426,4.89,1998,45.9548,296.7428786,34.41899
HD 189567,2,14.288,33.688,0.111,0.197,2021,17.9055,301.3959616,-67.3237992
HD 190360,2,17.111,2854.0,0.1304,3.9,2003,16.0069,300.9092476,29.894541
HD 192310,2,74.72,525.8,0.32,1.18,2011,8.79687,303.8284712,-27.0337556
HD 20003,2,11.8482,33.9239,0.0974,0.1964,2019,41.8316,46.9090081,-72.3219221
HD 200964,2,606.3,852.5,1.565,1.96,2010,72.5922,316.6664183,3.8033357
HD 203387,2,512.5352,2481.07227,1.771,5.067,2022,61.7477,320.561782,-16.8345229
HD 206893,2,2090.0,9350.0,3.53,9.6,2021,40.7583,326.3416874,-12.7833522
HD 207832,2,160.07,1155.7,0.586,2.112,2012,58.9291,328.1517893,-26.0271749
HD 213885,2,1.008035,4.78503,0.02012,0.056798,2019,48.0883,338.9837166,-59.864829
HD 215497,2,3.93404,566.0,0.05,1.31,2009,40.5468,341.652714,-56.5997984
HD 216520,2,35.45,154.43,0.198,0.528,2020,19.552,341.8768719,83.6975307
HD 21693,2,22.6786,53.7357,0.1455,0.2586,2019,33.255,51.8040469,-58.3232726
HD 217107,2,7.12682,4270.0,0.08,5.32,1998,20.0619,344.5647243,-2.3954489
HD 217786,2,2.52221,1301.36009,0.038,2.446,2011,55.4847,345.7838088,-0.4303594
HD 219828,2,3.83483,4789.87297,0.049,5.657,2007,73.114,349.6947029,18.6457524
HD 24040,2,515.4,3668.0,1.3,4.92,2006,46.6224,57.5962104,17.4752873
HD 25463,2,3.04405,7.0491423,0.0443,0.076,2023,45.6181,60.7483361,9.2077676
HD 25912,2,41.83156,26308.65619,0.242,17.848,2022,49.1661,60.9074988,-51.9315058
HD 260655,2,2.76953,5.70588,0.02933,0.04749,2022,10.0055,99.2915429,17.5662696
HD 28185,2,385.52775,17417.92079,1.035,13.176,2001,39.3809,66.6100461,-10.5510754
HD 30177,2,2514.53422,12085.45186,3.604,10.258,2002,55.5867,70.4770964,-58.0208085
HD 33844,2,551.40002,916.0,1.6,2.24,2015,105.779,78.1505649,-14.9509775
HD 35843,2,9.8991,46.9622,0.088,0.25,2025,69.6026,81.3488924,-44.4312849
HD 37605,2,55.01292,2720.0,0.277,3.74,2004,46.7864,85.0074276,6.0595116
HD 38529,2,14.3099,2127.60566,0.115,3.226,2000,42.3538,86.6451363,1.1675866
HD 39091,2,6.267852,2088.8,0.068,3.28,2001,18.2702,84.2992798,-80.4646041
HD 4203,2,431.88,6700.0,1.17,6.95,2001,81.3795,11.1722288,20.4483925
HD 43197,2,308.92072,9295.9735,0.882,8.54,2010,62.4112,93.3993231,-29.8971929
HD 45184,2,5.8854,13.1354,0.0644,0.11,2019,21.9532,96.1820205,-28.7806402
HD 45364,2,225.79,345.43,0.6793,0.902,2008,34.354,96.4105736,-31.4810037
HD 47186,2,4.0845,1353.6,0.05,2.395,2008,37.4574,99.0367212,-27.6234285
HD 4732,2,371.74,3184.2,1.129,4.725,2012,54.7841,12.3085089,-24.1369079
HD 47366,2,360.08,677.53,1.207,1.84,2016,84.3552,99.4200181,-12.9856593
HD 50499,2,2447.1,8619.9,3.833,9.02,2005,46.2845,103.008075,-33.915267
HD 51608,2,14.0726,95.9446,0.1059,0.3809,2019,35.0553,103.7137102,-55.2600189
HD 5278,2,14.339156,40.87,0.1202,0.2416,2021,57.5846,12.5467785,-83.7437671
HD 5319,2,637.1,872.2,1.57,1.93,2007,121.405,13.7558096,0.7893425
HD 60532,2,201.9,600.1,0.77,1.6,2008,25.9716,113.5130656,-22.2958661
HD 62364,2,5138.0,74839.94555,6.15,36.984,2022,53.112,113.9052658,-75.5442707
HD 63935,2,9.058807,21.4027,0.083,0.148,2021,48.9739,117.9246417,9.3852412
HD 65216,2,577.6,5370.0,1.301,5.75,2003,35.1205,118.4209646,-63.6466892
HD 66428,2,2269.81726,10478.84437,3.395,9.408,2005,53.2817,120.8691654,-1.1636019
HD 67087,2,352.2,2374.0,1.08,3.86,2015,76.5217,121.9155672,31.5511553
HD 68988,2,6.27711,16000.0,0.07,13.2,2001,60.8447,124.5935429,61.4608518
HD 72659,2,3549.39854,18207.72098,4.691,13.959,2002,51.8949,128.5128072,-1.5686323
HD 73267,2,1257.99159,17071.78045,2.229,12.688,2008,50.4093,129.0735123,-34.4594469
HD 73526,2,188.3,379.1,0.65,1.03,2002,97.2396,129.318331,-41.3184231
HD 73583,2,6.398042,18.87974,0.0604,0.1242,2022,31.5666,129.6883026,-13.2565267
HD 74156,2,51.63564,2448.48726,0.28,3.678,2003,57.603,130.6047813,4.5772338
HD 74698,2,15.017,3449.0,0.121,4.5,2023,52.0648,130.0744755,-71.8768726
HD 75784,2,341.2,7900.0,1.032,8.4,2014,85.4321,133.0992289,13.2330548
HD 75898,2,422.82,6717.0,1.2025,7.39,2007,78.0505,133.4611999,33.0566885
HD 80653,2,0.719573,921.2,0.01661,1.961,2020,109.86,140.3390845,14.3678691
HD 81817,2,622.97802,1021.20159,2.325,3.233,2020,269.126,144.2715659,81.3263096
HD 82943,2,220.078,441.47,0.74345,1.18306,2003,27.5902,143.7114034,-12.1302976
HD 83443,2,2.985628,8241.0,0.0406,8.0,2002,40.8991,144.2994103,-43.272721
HD 86226,2,3.98442,1628.0,0.049,2.73,2009,45.683,149.1235154,-24.0991859
HD 87816,2,484.17,7596.0,1.618,10.14,2025,133.233,151.5296524,-52.1878679
HD 92788,2,325.803,11611.2975,0.97,10.5,2000,34.6538,160.7021351,-2.1847173
HD 93351,2,2.45946,14010.2941,0.035,11.154,2022,56.163,161.6779279,-1.6885763
HD 93963 A,2,1.0376109,3.6451389,0.02061,0.04726,2022,82.3432,162.7766969,25.641065
HD 9446,2,30.052,192.9,0.189,0.654,2009,50.3503,23.3350424,29.2649187
HD 94890,2,824.61,2492.19,2.07,4.33,2025,61.7012,164.1797804,-37.1383035
HD 95089,2,464.4,1785.0,1.36,3.33,2009,136.957,164.698748,1.7290087
HIP 113103,2,7.610303,14.245648,0.06899,0.10479,2023,46.2122,343.5723794,-43.0102291
HIP 38594,2,60.722,3477.768,0.256,3.805,2020,17.7886,118.5439118,-25.3023073
HIP 5158,2,345.72,9017.76,0.89,7.7,2009,51.6026,16.5094891,-22.4536134
HIP 54373,2,7.76,15.144,0.063,0.099,2019,18.7168,166.8643532,-19.2916857
HIP 56998,2,4.46569,6.20401,0.046,0.0573,2025,12.7781,175.2563039,-44.4041485
HIP 65407,2,28.125,67.3,0.177,0.316,2016,61.7804,201.087663,48.8847322
HIP 67522,2,6.9594731,14.334892,0.0748,0.1228,2020,127.28,207.526001,-40.8358961
HIP 67851,2,89.23,3128.41,0.42,4.55,2015,64.1181,208.465364,-35.3146536
HIP 8152,2,10.751014,19.60562,0.093,0.139,2023,101.694,26.2092533,-18.4013844
HIP 8541,2,228.53731,1852.14387,0.923,3.729,2016,155.121,27.5271962,-54.4651633
HIP 9618,2,20.772858,52.56363,0.145,0.269,2023,67.5478,30.9050061,21.2813274
HIP 97166,2,10.288914,16.432,0.091,0.124,2021,65.9501,296.2446203,74.0628577
HU Aqr,2,2390.0,4368.0,3.6,5.4,2011,192.19807871,316.9921976,-5.2948694
K2-111,2,5.3518,15.6805,0.0565,0.11569,2017,200.394,59.8903081,21.2985263
K2-117,2,1.2916,5.444017,0.0189,0.0492,2017,101.632,133.8557342,10.4692176
K2-141,2,0.2803244,7.7485,0.00747,0.0683,2018,61.8736,350.9170464,-1.1891827
K2-146,2,2.6446,4.00498,0.0248,0.0327,2018,79.3002,130.0266951,19.0923416
K2-154,2,3.67626,7.95486,0.0405,0.0677,2018,129.356,189.0015173,-2.6696217
K2-158,2,5.90279,10.06049,0.0622,0.0887,2018,197.299,179.9397081,-5.7216879
K2-16,2,7.6188,19.07863,0.0667,0.1229,2015,334.967,175.0972238,4.5574311
K2-18,2,8.962,32.939623,0.06,0.1429,2015,38.0266,172.560141,7.5878315
K2-183,2,10.787992,22.620344,0.0932,0.1527,2018,329.041,125.007177,14.0194586
K2-188,2,1.742169,7.810253,0.0289,0.0785,2018,446.821,129.8137008,23.3574367
K2-189,2,2.588309,6.679195,0.0361,0.068,2018,242.113,203.6214411,-15.0365158
K2-199,2,3.2253993,7.3744897,0.0382,0.0662,2018,107.518,208.9014508,-6.1360833
K2-21,2,9.325038,15.50192,0.076,0.107,2015,83.6448,340.3037846,-14.4893256
K2-223,2,0.50557,4.562546,0.0127,0.0549,2018,198.604,185.306183,-10.2820915
K2-224,2,4.47904,10.09489,0.0516,0.0886,2018,275.255,189.7041426,-10.0605942
K2-229,2,0.584216,8.32727,0.0131,0.0769,2018,102.564,186.8729195,-6.7218474
K2-24,2,20.88977,42.3391,0.154,0.247,2016,170.562,242.5734559,-24.9906029
K2-240,2,6.034,20.523,0.0513,0.1159,2018,72.9105,227.849371,-17.8754464
K2-243,2,11.54182,24.94598,0.1087,0.1817,2018,266.864,181.1211419,-4.8991358
K2-247,2,2.25021,6.49424,0.0304,0.0615,2018,258.113,188.8935189,-10.0692793
K2-254,2,4.09639,12.11839,0.0448,0.0923,2018,227.775,185.5507926,-4.7172908
K2-264,2,5.840002,19.660302,0.05023,0.11283,2018,185.605,131.3583524,19.698401
K2-268,2,2.151676,9.327527,0.0308,0.0819,2018,327.783,133.7094899,11.8482712
K2-270,2,1.543069,4.400028,0.0247,0.0497,2018,280.518,131.2665588,13.5497322
K2-275,2,3.2809626,8.4388385,0.0277,0.0881,2018,123.438,132.1698795,20.4550162
K2-290,2,9.21165,48.36685,0.0923,0.305,2019,272.909,234.8578846,-20.1988975
K2-316,2,1.133,5.26,0.0147,0.0582,2020,112.486,233.6247336,-23.2594663
K2-35,2,2.399964,5.608352,0.031,0.055,2016,252.596,170.1031027,1.2858679
K2-36,2,1.422614,5.340888,0.02288,0.05528,2016,109.749,169.4490102,3.8665038
K2-38,2,4.01593,10.56103,0.0503,0.0959,2016,192.69,240.0333095,-23.1894196
K2-413,2,0.8094,5.3301,0.0117,0.0426,2022,285.162,353.4175668,-7.6120272
K2-414,2,4.3696,6.669,0.0487,0.0552,2022,260.036,351.6361913,-4.6066569
K2-5,2,5.73594,10.93241,0.0532,0.0818,2015,202.943,169.3034598,-1.8778254
K2-59,2,11.2954,20.6921,0.0905,0.1354,2016,311.313,338.94255,-14.027727
K2-62,2,6.67202,16.1966,0.0636,0.1148,2016,112.467,334.3645089,-12.1874776
K2-63,2,20.257,25.4556,0.1627,0.189,2016,517.534,333.4267738,-12.0663429
K2-75,2,7.8142,18.311,0.081,0.1429,2016,561.93,338.844896,-7.469895
K2-8,2,5.06416,10.35239,0.0532,0.0856,2015,403.513,169.7935178,-0.2844389
K2-80,2,5.605,19.0918,0.0596,0.135,2016,200.802,59.037486,13.5590288
K2-83,2,2.74697,9.99767,0.03014,0.07131,2016,125.529,59.9013782,15.5587994
K2-84,2,6.4215,27.86,0.0665,0.1768,2016,284.876,55.8093566,16.6344396
K2-90,2,2.900706,13.733314,0.035,0.096,2016,134.188,59.1527391,22.4724517
K2-99,2,18.24783,522.2,0.153,1.43,2016,519.229,208.7737624,-5.4424943
KELT-6,2,7.8457,1276.0,0.07939,2.39,2014,240.726,195.9818362,30.640145
KIC 5437945,2,220.1303357,440.7813,0.75318,1.19671,2015,1274.01,288.4749028,40.6512848
KIC 9663113,2,20.74028413,572.3847,0.17012,1.55346,2015,1594.74,297.0454037,46.3286653
KOBE-1,2,8.5399,29.671,0.07006,0.16071,2025,23.9718,19.1660378,25.3310358
KOI-12,2,17.855182,2500.0,0.154,4.2,2015,399.398,297.4537402,41.0110188
KOI-134,2,33.95,67.1277,0.2305,0.363,2025,1159.21,295.586598,45.3649371
KOI-1599,2,13.6088,20.4415,0.112293,0.14728,2019,1131.64,298.3738383,40.6184483
KOI-1783,2,134.4628,284.215,0.52661,0.86695,2020,865.73,289.3414629,46.988155
KOI-3503,2,21.185,31.828,0.14247,0.18688,2021,887.064,293.1507654,41.7291532
KOI-55,2,0.240104,0.342887,0.006,0.0076,2011,1231.02,296.3561853,41.0927315
KOI-984,2,4.2881785,21.512,0.0504,0.1467,2022,252.667,291.0489438,36.8400772
Kepler-1001,2,9.18186,14.30511983,0.08296,0.11147,2016,928.978,286.2739151,48.6186972
Kepler-101,2,3.4876812,6.02976,0.0474,0.0684,2014,927.981,283.255507,48.3552474
Kepler-1016,2,1.954524342,105.6551369,0.03044,0.43519,2016,1402.82,294.613689,45.9846265
Kepler-103,2,15.9653287,179.60978,0.13223,0.6639,2014,494.832,288.9845512,40.0644857
Kepler-1038,2,7.127659798,148.4603382,0.0692,0.5238,2016,584.136,298.9721472,44.1323499
Kepler-1047,2,3.18897601,56.1886887,0.04413,0.29871,2016,817.647,288.6462564,50.7889645
Kepler-105,2,5.4122034,7.12592,0.06016,0.07229,2013,459.223,287.8872376,46.2761224
Kepler-1050,2,15.3787546,21.1284569,0.12353,0.15264,2016,490.488,282.9249847,48.6264015
Kepler-1052,2,34.8538276,180.921729,0.20988,0.6135,2016,943.444,295.34273,46.6022134
Kepler-1065,2,2.37030743,3.609308907,0.0344,0.0455,2016,1122.48,294.511319,38.7904648
Kepler-1067,2,0.762129261,5.425839901,0.0164,0.06069,2016,667.693,285.3873706,45.0490265
Kepler-108,2,49.183921,190.323494,0.292,0.721,2014,338.732,294.5589885,46.0623952
Kepler-1085,2,56.7771,219.3217528,0.29798,0.73361,2016,1364.53,287.4776359,46.1411685
Kepler-1086,2,18.78425728,161.5163345,0.1198,0.503,2016,466.084,295.251187,45.8429537
Kepler-109,2,6.4816307,21.22265,0.0701,0.1546,2014,474.861,290.3926795,40.2849074
Kepler-1090,2,42.42720032,198.680179,0.22622,0.63323,2016,858.77,295.6629002,44.5258237
Kepler-1093,2,25.0824626,89.722292,0.17543,0.41037,2016,1072.88,284.9780251,41.4202077
Kepler-110,2,12.691112,31.719775,0.107,0.198,2014,586.531,292.9291693,48.6028303
Kepler-111,2,3.341815,224.77833,0.046,0.751,2014,657.223,291.653163,44.6882613
Kepler-112,2,8.408878,28.574263,0.076,0.172,2014,513.206,296.9811361,43.2097025
Kepler-1126,2,108.593329,199.66876,0.41251,0.6193,2016,635.736,285.691955,45.6893993
Kepler-1129,2,24.3397804,76.5369586,0.16481,0.35367,2016,1183.88,291.6044965,41.3093275
Kepler-113,2,4.754,8.92507,0.05123,0.07796,2014,262.351,287.9978721,50.9441847
Kepler-1143,2,2.888904849,210.630591,0.0371,0.6477,2016,555.189,287.302772,39.2896399
Kepler-115,2,2.403679,8.990889,0.036,0.087,2014,623.609,297.7119299,45.261985
Kepler-1154,2,5.1856142,8.45808312,0.0631,0.0875,2016,1460.1,297.4771158,39.8772345
Kepler-116,2,5.968734,13.07163,0.069,0.116,2014,955.168,294.7420605,43.5367842
Kepler-1162,2,32.5637069,59.284064,0.19,0.2832,2016,940.211,283.2920273,45.4339813
Kepler-1165,2,9.478522,29.96870041,0.0914,0.1969,2016,1575.2,286.9712284,44.7082669
Kepler-117,2,18.7959228,50.790391,0.1445,0.2804,2014,1455.57,288.7930651,48.040176
Kepler-118,2,7.518496,20.17202,0.073,0.141,2014,574.228,299.2131881,41.4248195
Kepler-1181,2,4.89337519,8.93484887,0.0621,0.0928,2016,938.417,289.7473165,39.5234131
Kepler-119,2,2.422082,4.125103,0.035,0.049,2014,701.996,295.9463854,42.6588324
Kepler-120,2,6.312501,12.794585,0.055,0.088,2014,388.63,287.8915707,39.3390979
Kepler-121,2,3.177422,41.008011,0.039,0.216,2014,510.523,286.1621273,39.6780204
Kepler-123,2,17.232366,26.695074,0.135,0.181,2014,1021.66,296.9985853,42.7819633
Kepler-1245,2,2.936584681,4.35409304,0.0372,0.0484,2016,805.936,290.7443078,43.260753
Kepler-125,2,4.164389,5.774464,0.041,0.051,2014,183.365,298.2581101,47.6050031
Kepler-1266,2,4.86631012,28.474748,0.0506,0.16431,2016,849.312,285.8693277,42.7279996
Kepler-128,2,15.0,22.8,0.12545,0.16517,2013,396.379,282.4922622,43.9802442
Kepler-131,2,16.092,25.5169,0.12789,0.17391,2014,228.678,288.5308924,40.942373
Kepler-1312,2,1.116119981,5.448325286,0.02103,0.06053,2016,299.104,292.9712801,41.0357494
Kepler-1315,2,0.84338011,6.566060066,0.01617,0.0635,2016,480.869,295.8215678,46.0530562
Kepler-1322,2,0.962867382,6.459980011,0.0183,0.0652,2016,1350.32,293.2045009,45.4353919
